date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:43:57	205080/205080	---MCZ	200	added ('OK')	text/html	etag:W/%22ffa6ff61f891cf5a0c53711892fa239a--gzip%22	https://www.merlinshredding.com/blog/why-textiles-get-shredded	C:/Users/thega/Downloads/Test/www.merlinshredding.com/blog/why-textiles-get-shredded.html	(from https://www.merlinshredding.com/)
07:43:57	153504/153504	---MCZ	200	added ('OK')	text/html	etag:W/%229f9315bd0bd5ee7e8c1b7d57868d79ea--gzip%22	https://www.merlinshredding.com/blog/4-things-you-didnt-think-of-shredding	C:/Users/thega/Downloads/Test/www.merlinshredding.com/blog/4-things-you-didnt-think-of-shredding.html	(from https://www.merlinshredding.com/)
07:43:58	156209/156209	---MCZ	200	added ('OK')	text/html	etag:W/%22ab8f4520fb8c95e6ea55069c72cbf2e9--gzip%22	https://www.merlinshredding.com/blog/electronics-shredding-why-should-you-shred-your-old-computer	C:/Users/thega/Downloads/Test/www.merlinshredding.com/blog/electronics-shredding-why-should-you-shred-your-old-computer.html	(from https://www.merlinshredding.com/)
07:43:58	321181/321181	---M-Z	200	added ('OK')	text/html	etag:W/%2207eca017cb60b926d54c2e1cc8780d1d%22	https://www.merlinshredding.com/blog/how-to-shred-without-a-paper-shredder-espt9	C:/Users/thega/Downloads/Test/www.merlinshredding.com/blog/how-to-shred-without-a-paper-shredder-espt9.html	(from https://www.merlinshredding.com/)
07:43:59	395390/395390	---MCZ	200	added ('OK')	text/html	etag:W/%2296a4a014f2d866c8b57a7736b95557ec--gzip%22	https://www.merlinshredding.com/blog/what-documents-to-keep-versus-shred-w4m9g	C:/Users/thega/Downloads/Test/www.merlinshredding.com/blog/what-documents-to-keep-versus-shred-w4m9g.html	(from https://www.merlinshredding.com/)
07:43:59	160135/160135	---MCZ	200	added ('OK')	text/html	etag:W/%22c24100a8fd146683cc4b7ddddf6b4a8a--gzip%22	https://www.merlinshredding.com/blog/why-should-we-shred-our-old-tax-information	C:/Users/thega/Downloads/Test/www.merlinshredding.com/blog/why-should-we-shred-our-old-tax-information.html	(from https://www.merlinshredding.com/)
07:43:59	157173/157173	---MCZ	200	added ('OK')	text/html	etag:W/%22a43602a321118e39915015b6cd161814--gzip%22	https://www.merlinshredding.com/change/add-appointment	C:/Users/thega/Downloads/Test/www.merlinshredding.com/change/add-appointment.html	(from https://www.merlinshredding.com/)
07:44:00	386671/386671	---MCZ	200	added ('OK')	text/html	etag:W/%222fcd8120c72e968c2e5dd870ec4208ec--gzip%22	https://www.merlinshredding.com/areas-we-service	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service.html	(from https://www.merlinshredding.com/)
07:44:00	35006/35006	---M--	200	added ('OK')	image/png	etag:CPLvvtj2t+8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616004714392-6GXFKJDIQWVU0JFYT0CI/NAID-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616004714392-6GXFKJDIQWVU0JFYT0CI/NAID-01.png	(from https://www.merlinshredding.com/)
07:44:00	299354/299354	---MCZ	200	added ('OK')	text/html	etag:W/%2219501ea9b01eeedb6f32169bd28f6060--gzip%22	https://www.merlinshredding.com/privacy-policy	C:/Users/thega/Downloads/Test/www.merlinshredding.com/privacy-policy.html	(from https://www.merlinshredding.com/)
07:44:00	12410/12410	---M--	200	added ('OK')	image/png	etag:CJ/1zeL2t+8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616004736382-J3AE6TDUVPY8NOJ59275/COR-01.png	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616004736382-J3AE6TDUVPY8NOJ59275/COR-01.png	(from https://www.merlinshredding.com/)
07:44:01	131369/131369	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Dec%202025%2012:44:01%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.17f31cb3744d950c8cb02b11a2b54f90.js	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.17f31cb3744d950c8cb02b11a2b54f90.js	(from https://www.merlinshredding.com/)
07:44:01	106013/106013	---MCZ	200	added ('OK')	application/javascript	etag:W/%226929dc0d-19e1d%22	https://assets.squarewebsites.org/sqs-map-utils/init.min.js	C:/Users/thega/Downloads/Test/assets.squarewebsites.org/sqs-map-utils/init.min.js	(from https://www.merlinshredding.com/)
07:44:02	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:02	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:02	35028/35028	---MCZ	200	added ('OK')	application/javascript	etag:W/%226849709a-88d4%22	https://assets.squarewebsites.org/sqs-map-utils/map-utils-admin.min.js	C:/Users/thega/Downloads/Test/assets.squarewebsites.org/sqs-map-utils/map-utils-admin.min.js	(from https://www.merlinshredding.com/)
07:44:03	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:03	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:03	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:03	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:04	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:04	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:04	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:04	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:04	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:05	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:05	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:05	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:05	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:05	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:06	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Dec%202025%2012:44:06%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/thega/Downloads/Test/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:06	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:06	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Dec%202025%2012:44:06%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/thega/Downloads/Test/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:06	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:07	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Dec%202025%2012:44:06%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/thega/Downloads/Test/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:07	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:07	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Dec%202025%2012:44:07%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/thega/Downloads/Test/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:07	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:07	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Dec%202025%2012:44:07%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/thega/Downloads/Test/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:08	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:08	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:08	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:08	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/6047e4c6dfc6544ed63c758e/148/5c5a519771c10ba3470d8101/6047e4c6dfc6544ed63c75a8/1712/site.css)
07:44:09	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2009%20Dec%202025%2012:44:09%20GMT	http://static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/60756a12bee35c2f5b58413c/1676578693152/cover-01.jpg?format=1500w	C:/Users/thega/Downloads/Test/static1.squarespace.com/static/6047e4c6dfc6544ed63c758e/t/60756a12bee35c2f5b58413c/1676578693152/cover-01.6526f7.delayed	(from https://www.merlinshredding.com/our-services)
07:44:09	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/our-services-folder	C:/Users/thega/Downloads/Test/www.merlinshredding.com/our-services-folder.68.delayed	(from https://www.merlinshredding.com/our-services)
07:44:09	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/areas-we-service-1	C:/Users/thega/Downloads/Test/www.merlinshredding.com/areas-we-service-1.69.delayed	(from https://www.merlinshredding.com/our-services)
07:44:09	0/-1	---M--	302	error ('')			https://www.merlinshredding.com/about	C:/Users/thega/Downloads/Test/www.merlinshredding.com/about.6a.delayed	(from https://www.merlinshredding.com/our-services)
07:44:10	44835/44835	---M--	200	added ('OK')	text/javascript	etag:%222b5846a26161f47c14fee8d7e11ebc06%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-c415632649aa2376-min.en-US.js	C:/Users/thega/Downloads/Test/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-c415632649aa2376-min.en-US.js	(from https://www.merlinshredding.com/our-services)
07:44:10	176671/176671	---M--	200	added ('OK')	image/jpeg	etag:CIqz28/5+u8CEAE=	https://images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1618307603918-4P5RS7C6KUWT9AFK7JR5/cover-01.jpg?content-type=image%2Fjpeg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/6047e4c6dfc6544ed63c758e/1618307603918-4P5RS7C6KUWT9AFK7JR5/cover-01ee8a.jpg	(from https://www.merlinshredding.com/our-services)
07:44:10	597007/597007	---M--	200	added ('OK')	image/jpeg	etag:CO7wgpXHpu8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615407838978-QCPE1LGGS2CCSJ9EYF8L/jj-ying-WmnsGyaFnCQ-unsplash.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1615407838978-QCPE1LGGS2CCSJ9EYF8L/jj-ying-WmnsGyaFnCQ-unsplash.jpg	(from https://www.merlinshredding.com/our-services)
07:44:11	214980/214980	---M--	200	added ('OK')	image/jpeg	etag:CK7yt9L+t+8CEAE=	https://images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616006847833-4BQJR9LLQ4VBS9SQ7N2N/Block+1-01.jpg	C:/Users/thega/Downloads/Test/images.squarespace-cdn.com/content/v1/6047e4c6dfc6544ed63c758e/1616006847833-4BQJR9LLQ4VBS9SQ7N2N/Block+1-01.jpg	(from https://www.merlinshredding.com/our-services)
